__ctr_start,00100000
FUN_00320db4,00320db4
FUN_00320e28,00320e28
FUN_00320e84,00320e84
caseD_d_00320fa0,00320fa0
FUN_003210a4,003210a4
caseD_b_00321474,00321474
FUN_00321598,00321598
FUN_003216b0,003216b0
FUN_003218b8,003218b8
CollisionCheck_RedBloodUnused,00321a3c
CollisionCheck_SpawnRedBlood,00321a44
FUN_00321bc8,00321bc8
FUN_00321bd8,00321bd8
FUN_00321f50,00321f50
SurfaceType_GetData,00322088
FUN_003220f4,003220f4
FUN_003222dc,003222dc
FUN_0032233c,0032233c
FUN_003225c4,003225c4
Math3D_TriChkPointParaY,00322618
FUN_003227f4,003227f4
FUN_00322c08,00322c08
FUN_00322e80,00322e80
FUN_00322f14,00322f14
FUN_003231b8,003231b8
FUN_003232a4,003232a4
FUN_003232bc,003232bc
FUN_00323698,00323698
caseD_11_003236d4,003236d4
caseD_8_003238ac,003238ac
FUN_003239a4,003239a4
FUN_00323a3c,00323a3c
FUN_00323c28,00323c28
FUN_00323d90,00323d90
FUN_00323f04,00323f04
FUN_00323fb4,00323fb4
FUN_003240f8,003240f8
FUN_00324128,00324128
FUN_00324154,00324154
FUN_00324190,00324190
FUN_003243a8,003243a8
FUN_003246bc,003246bc
FUN_003246ec,003246ec
FUN_0032471c,0032471c
MTX44CopyAsm,00324744
BgCheck_LineTestImpl,00324758
FUN_00324eac,00324eac
mbstowcs,00324f44
FUN_00324fd0,00324fd0
Map_InitRoomData,00325114
FUN_0032525c,0032525c
FUN_00325354,00325354
FUN_00325430,00325430
FUN_003254d8,003254d8
FUN_003254f4,003254f4
FUN_003255d0,003255d0
FUN_003255ec,003255ec
FUN_003255f0,003255f0
FUN_00325cc8,00325cc8
FUN_00325fbc,00325fbc
FUN_00326018,00326018
FUN_00326084,00326084
FUN_00326138,00326138
FUN_003262b8,003262b8
EnTite_SetupTurnTowardPlayer,00326404
EnTite_SetupIdle,00326470
FUN_003264c8,003264c8
FUN_00326528,00326528
EnHorse_StickDirection,00326a6c
EnHorse_PlayerCanMove,00326b20
FUN_00326bc4,00326bc4
FUN_00326d58,00326d58
FUN_00326e74,00326e74
FUN_0032709c,0032709c
Player_GetExplosiveHeld,003279dc
FUN_003279fc,003279fc
FUN_00327a00,00327a00
FUN_00327b50,00327b50
BgCheck_SphVsWallImpl,00327d60
FUN_00328350,00328350
FUN_003283a0,003283a0
FUN_003283d4,003283d4
Initialize_00328428,00328428
nngxGetVramSize,00328450
nngxGetVramStartAddr,003284a4
FUN_003284f8,003284f8
FUN_00328664,00328664
FUN_00328cac,00328cac
FUN_00328d50,00328d50
FUN_00328ddc,00328ddc
FUN_00328e08,00328e08
FUN_00329154,00329154
caseD_a_003291c4,003291c4
FUN_003291f4,003291f4
caseD_9_00329cd0,00329cd0
FUN_00329d0c,00329d0c
FUN_0032a5d0,0032a5d0
FUN_0032a6f4,0032a6f4
FUN_0032a998,0032a998
FUN_0032ae1c,0032ae1c
FUN_0032aee0,0032aee0
FUN_0032b060,0032b060
FUN_0032b13c,0032b13c
FUN_0032b184,0032b184
FUN_0032b1c4,0032b1c4
BgHeavyBlock_InitPiece,0032b318
FUN_0032b45c,0032b45c
FUN_0032b69c,0032b69c
FUN_0032b6a8,0032b6a8
FUN_0032b770,0032b770
Player_SetModels,0032c2c0
FUN_0032c408,0032c408
FUN_0032c540,0032c540
FUN_0032c550,0032c550
FUN_0032c560,0032c560
FUN_0032c570,0032c570
FUN_0032c5dc,0032c5dc
FUN_0032c66c,0032c66c
FUN_0032c78c,0032c78c
FUN_0032c7a8,0032c7a8
FUN_0032c800,0032c800
FUN_0032c818,0032c818
FUN_0032cacc,0032cacc
FUN_0032cc6c,0032cc6c
FUN_0032cd68,0032cd68
FUN_0032cecc,0032cecc
FUN_0032d184,0032d184
FUN_0032d27c,0032d27c
FUN_0032d314,0032d314
FUN_0032d474,0032d474
FUN_0032d48c,0032d48c
FUN_0032d530,0032d530
FUN_0032d56c,0032d56c
FUN_0032d5b8,0032d5b8
FUN_0032d5dc,0032d5dc
FUN_0032d604,0032d604
FUN_0032d674,0032d674
FUN_0032d68c,0032d68c
FUN_0032d700,0032d700
FUN_0032d870,0032d870
FUN_0032d8d8,0032d8d8
FUN_0032d8e8,0032d8e8
FUN_0032dab4,0032dab4
BgCheck_RaycastFloorImpl,0032db24
FUN_0032e1f0,0032e1f0
Object_Spawn,0032e21c
FUN_0032e438,0032e438
FUN_0032e648,0032e648
FUN_0032e658,0032e658
MagicDark_DimLighting,0032e668
FUN_0032e780,0032e780
FUN_0032eadc,0032eadc
FUN_0032eb30,0032eb30
FUN_0032eb60,0032eb60
FUN_0032ebe8,0032ebe8
FUN_0032ec94,0032ec94
FUN_0032eeb4,0032eeb4
FUN_0032fa4c,0032fa4c
FUN_0032fa9c,0032fa9c
FUN_0032fac8,0032fac8
FUN_0032fb3c,0032fb3c
FUN_0032fbc0,0032fbc0
FUN_0032fdf8,0032fdf8
FUN_0032ffc0,0032ffc0
FUN_003301b8,003301b8
FUN_00330254,00330254
FUN_003302a0,003302a0
FUN_00330370,00330370
FUN_003303cc,003303cc
FUN_00330454,00330454
FUN_00330544,00330544
Actor_WorldDistXYZToActor,003306c4
FUN_003306fc,003306fc
FUN_00330710,00330710
FUN_00330768,00330768
FUN_003308a4,003308a4
FUN_00330988,00330988
FUN_003309e0,003309e0
FUN_00330b98,00330b98
FUN_00330c34,00330c34
FUN_00330d3c,00330d3c
FUN_00330d5c,00330d5c
Camera_UpdateInterface,00330d84
FUN_00330e1c,00330e1c
FUN_00330ed8,00330ed8
FUN_00330efc,00330efc
FUN_0033100c,0033100c
FUN_00331030,00331030
FUN_00331048,00331048
FUN_00331094,00331094
FUN_00331138,00331138
FUN_00331284,00331284
FUN_003312f4,003312f4
FUN_00331440,00331440
FUN_00331480,00331480
FUN_00331754,00331754
Actor_GetWorldPosShapeRot,00331764
FUN_003317ac,003317ac
Inventory_ChangeEquipment,0033187c
FUN_003318bc,003318bc
FUN_00331ae8,00331ae8
FUN_00331e10,00331e10
Camera_ChangeMode,00332284
Camera_ChangeModeFlags,0033228c
FUN_0033258c,0033258c
FUN_003325f0,003325f0
EnHorse_RotateToPoint,003326f0
_ll_sdiv,00332754
EnDh_SpawnDebris,003327a4
Collider_ResetQuadAT,003328ec
FUN_0033292c,0033292c
FUN_00332988,00332988
Flags_SetCollectible,003329d8
FUN_00332a14,00332a14
FUN_00332c98,00332c98
FUN_00332ca8,00332ca8
FUN_00332fc0,00332fc0
FUN_00333070,00333070
FUN_003330d4,003330d4
FUN_003331b0,003331b0
Lerp,003331e0
FUN_003331ec,003331ec
FUN_00333270,00333270
FUN_00333294,00333294
FUN_003332b4,003332b4
FUN_003334b4,003334b4
FUN_00333544,00333544
FUN_00333628,00333628
FUN_00333700,00333700
FUN_0033387c,0033387c
FUN_0033391c,0033391c
FUN_0033398c,0033398c
FUN_003339e8,003339e8
FUN_00333a38,00333a38
FUN_00333abc,00333abc
FUN_00333b48,00333b48
FUN_00333ddc,00333ddc
__hardfp_acosf,00333ed8
FUN_00334004,00334004
FUN_003341e4,003341e4
FUN_0033430c,0033430c
FUN_00334354,00334354
FUN_00334370,00334370
FUN_003343ec,003343ec
FUN_003344f4,003344f4
FUN_003348e8,003348e8
FUN_00334914,00334914
FUN_00334950,00334950
FUN_00334af8,00334af8
FUN_00334ba8,00334ba8
FUN_00334c44,00334c44
FUN_00334d6c,00334d6c
FUN_00334e70,00334e70
FUN_00334fa0,00334fa0
FUN_00335044,00335044
ObjSwitch_InitTrisCollider,00335090
ThrowFatalErr,003351b4
EnterImpl_003351e8,003351e8
FUN_0033526c,0033526c
EnHorse_SetFollowAnimation,003352c8
Camera_SetCameraData,003353a4
EnHorse_Spawn,003353dc
FUN_003356c8,003356c8
FUN_003356d4,003356d4
DemoTreLgt_Destroy,00335794
FUN_0033579c,0033579c
FUN_003357dc,003357dc
FUN_00335814,00335814
FUN_00335904,00335904
FUN_0033603c,0033603c
FUN_00336288,00336288
FUN_00336398,00336398
FUN_00336434,00336434
FUN_003365b0,003365b0
FUN_00336bbc,00336bbc
FUN_00336f54,00336f54
FUN_0033704c,0033704c
FUN_003371d8,003371d8
FUN_00337200,00337200
FUN_003373b8,003373b8
FUN_003373c8,003373c8
FUN_0033743c,0033743c
Camera_GetFloorYNorm,00337518
FUN_003375bc,003375bc
FUN_00337624,00337624
FUN_00337fdc,00337fdc
FUN_003380f0,003380f0
FUN_003381e4,003381e4
FUN_003383b0,003383b0
FUN_003384c4,003384c4
FUN_00338654,00338654
FUN_00338680,00338680
FUN_00338790,00338790
Camera_ChangeDataIdx,003387a8
Camera_ChangeSetting,0033885c
Camera_ChangeSettingFlags,00338864
FUN_003389e0,003389e0
FUN_00338a2c,00338a2c
FUN_00338a90,00338a90
Camera_CalcAtDefault,00338ac8
FUN_00338c04,00338c04
FUN_00338c5c,00338c5c
ShrinkWindow_SetVal,00338cd8
FUN_00338ce8,00338ce8
FUN_00338db4,00338db4
Math_Coss,00338f60
FUN_00338f68,00338f68
FUN_00338fa0,00338fa0
FUN_00339100,00339100
__aeabi_uidivmod,00339384
FUN_003393ac,003393ac
FUN_003393ec,003393ec
FUN_00339474,00339474
FUN_00339600,00339600
FUN_00339660,00339660
FUN_00339890,00339890
FUN_00339f0c,00339f0c
FUN_00339f1c,00339f1c
EffectSsSibuki_SpawnBurst,00339f50
FUN_0033a05c,0033a05c
FUN_0033a480,0033a480
EnBdfire_Update,0033a5e8
FUN_0033a638,0033a638
FUN_0033a754,0033a754
FUN_0033a904,0033a904
FUN_0033aaac,0033aaac
Math3D_DefPlane,0033ae14
FUN_0033af2c,0033af2c
FUN_0033af6c,0033af6c
FUN_0033b11c,0033b11c
FUN_0033b1c8,0033b1c8
FUN_0033b384,0033b384
Player_SetModelGroup,0033b504
FUN_0033b548,0033b548
FUN_0033b584,0033b584
FUN_0033b5b0,0033b5b0
FUN_0033b5d0,0033b5d0
FUN_0033b5ec,0033b5ec
FUN_0033b608,0033b608
FUN_0033b6bc,0033b6bc
FUN_0033b880,0033b880
FUN_0033ba54,0033ba54
FUN_0033bd6c,0033bd6c
FUN_0033bd9c,0033bd9c
FUN_0033be60,0033be60
FUN_0033bebc,0033bebc
FUN_0033befc,0033befc
FUN_0033c11c,0033c11c
FUN_0033c1b8,0033c1b8
FUN_0033c20c,0033c20c
FUN_0033c25c,0033c25c
Inventory_ChangeUpgrade,0033c730
FUN_0033c764,0033c764
FUN_0033c7a4,0033c7a4
FUN_0033c950,0033c950
FUN_0033c98c,0033c98c
FUN_0033c9fc,0033c9fc
FUN_0033caf8,0033caf8
FUN_0033cb1c,0033cb1c
FUN_0033cb90,0033cb90
FUN_0033ce74,0033ce74
FUN_0033cefc,0033cefc
FUN_0033d000,0033d000
FUN_0033d13c,0033d13c
FUN_0033d14c,0033d14c
FUN_0033d174,0033d174
FUN_0033d200,0033d200
FUN_0033d220,0033d220
FUN_0033d270,0033d270
FUN_0033d364,0033d364
EnHorse_PlayIdleAnimation,0033d520
EnHorse_InitHorsebackArchery,0033d694
EnHorse_UpdateIngoHorseAnim,0033d88c
FUN_0033da8c,0033da8c
FUN_0033dcbc,0033dcbc
EnGo2_StopRolling,0033dccc
FUN_0033dd8c,0033dd8c
FUN_0033ddbc,0033ddbc
FUN_0033ddd4,0033ddd4
FUN_0033de14,0033de14
FUN_0033de6c,0033de6c
FUN_0033de98,0033de98
FUN_0033e0e0,0033e0e0
FUN_0033e2a0,0033e2a0
BossFd2_SetupEmerge,0033e37c
FUN_0033e450,0033e450
FUN_0033e6c8,0033e6c8
ActorShadow_Draw,0033e800
FUN_0033ea74,0033ea74
FUN_0033ebfc,0033ebfc
FUN_0033ee60,0033ee60
WaterBox_GetSurface1,0033eeb8
FUN_0033f104,0033f104
FUN_0033f114,0033f114
FUN_0033f238,0033f238
FUN_0033f248,0033f248
FUN_0033f2d8,0033f2d8
FUN_0033f400,0033f400
FUN_0033f40c,0033f40c
FUN_0033f418,0033f418
FUN_0033f428,0033f428
FUN_0033f4cc,0033f4cc
EnDaiku_EscapeSuccess,0033f624
FUN_0033f7ac,0033f7ac
FUN_0033f860,0033f860
FUN_0033f928,0033f928
FUN_0033fdb4,0033fdb4
FUN_0033feac,0033feac
FUN_0033ff0c,0033ff0c
FUN_0033ff3c,0033ff3c
FUN_003400ac,003400ac
FUN_00340218,00340218
FUN_003402f4,003402f4
FUN_0034035c,0034035c
FUN_00340404,00340404
FUN_00340478,00340478
FUN_003404a8,003404a8
FUN_0034051c,0034051c
Math_CosF,00340698
Math_SinF,003406a8
FUN_003406b8,003406b8
FUN_00340824,00340824
FUN_003409ac,003409ac
BgCheck_EntitySphVsWall1,003409d4
FUN_00340a1c,00340a1c
FUN_00340ac8,00340ac8
FUN_00340b34,00340b34
FUN_00340bdc,00340bdc
FUN_00340d00,00340d00
FUN_00340de8,00340de8
FUN_00340e14,00340e14
FUN_00340f44,00340f44
FUN_003410a8,003410a8
FUN_00341188,00341188
FUN_003411f8,003411f8
FUN_00341268,00341268
SkelAnime_InitLink,003413ec
FUN_003415a8,003415a8
FUN_00341c18,00341c18
FUN_00341c28,00341c28
FUN_00341d5c,00341d5c
FUN_00341df0,00341df0
FUN_00341e1c,00341e1c
FUN_00341e68,00341e68
EnHorse_StartBraking,00341ea4
EnHorse_ResolveCollision,00341f6c
EnHorse_BgCheckBridgeJumpPoint,00342068
FUN_00342230,00342230
FUN_003422e4,003422e4
EnFz_Damaged,00342394
FUN_0034251c,0034251c
FUN_003426b0,003426b0
FUN_00342714,00342714
FUN_003428a0,003428a0
SkelAnime_SetCurrentFrame2,003428d0
EnDoor_Destroy,003428dc
FUN_0034291c,0034291c
FUN_00342968,00342968
FUN_00342988,00342988
FUN_003429c8,003429c8
FUN_00342abc,00342abc
FUN_00342af8,00342af8
FUN_00342be0,00342be0
EffectSs_Spawn,00342c10
OLib_Vec3fToVecSphGeo,00342e8c
FUN_00342ec0,00342ec0
FUN_00342ed8,00342ed8
FUN_00343088,00343088
FUN_003430fc,003430fc
DemoGj_InitSetIndexes,00343194
Lib_MemSet,0034322c
__ARM_common_memclr4_10,0034325c
FUN_00343270,00343270
__rt_memclr_w,00343280
FUN_003432d4,003432d4
FUN_00343380,00343380
memcpy,0034338c
__memcpy_last_bytes,003433f4
FUN_00343414,00343414
FUN_003436d4,003436d4
FUN_003436f0,003436f0
FUN_00343798,00343798
FUN_00343840,00343840
FUN_00343858,00343858
FUN_00343868,00343868
FUN_003438a4,003438a4
FUN_00343f0c,00343f0c
FUN_0034405c,0034405c
FUN_00344410,00344410
FUN_003445a8,003445a8
FUN_003445d4,003445d4
FUN_00344670,00344670
FUN_003446ac,003446ac
FUN_003446dc,003446dc
FUN_003446e8,003446e8
FUN_003448d0,003448d0
FUN_003448e0,003448e0
FUN_003448f4,003448f4
FUN_00344908,00344908
FUN_0034491c,0034491c
FUN_00344930,00344930
FUN_00344a28,00344a28
FUN_00344a3c,00344a3c
FUN_00344a4c,00344a4c
FUN_00344a64,00344a64
FUN_0034536c,0034536c
FUN_00345394,00345394
FUN_00345420,00345420
FUN_0034557c,0034557c
FUN_00345590,00345590
FUN_00345a08,00345a08
BossGoma_SetupEncounterState4,00345aec
FUN_00345cb4,00345cb4
FUN_00345fcc,00345fcc
FUN_00345fe0,00345fe0
FUN_0034613c,0034613c
FUN_003461f0,003461f0
Actor_SetTextWithPrefix,003462ac
FUN_003464b8,003464b8
FUN_00346714,00346714
FUN_00346778,00346778
BgGndIceblock_SetPosition,0034678c
FUN_00346850,00346850
FUN_003468fc,003468fc
FUN_00346964,00346964
FUN_0034696c,0034696c
FUN_00346ab4,00346ab4
FUN_00346bb4,00346bb4
FUN_00346c48,00346c48
FUN_00346d94,00346d94
FUN_00346e2c,00346e2c
FUN_00346fb0,00346fb0
MagicWind_Destroy,00347070
FUN_0034708c,0034708c
FUN_003470b8,003470b8
Player_SpawnFairy,0034711c
TitleCard_InitPlaceName,003471c8
ZeldaArena_Malloc,00347248
AutoClass1,00347258
FUN_00347550,00347550
FUN_003476d8,003476d8
FUN_0034775c,0034775c
FUN_00347774,00347774
FUN_00347780,00347780
FUN_00347790,00347790
FUN_00347884,00347884
FUN_00347890,00347890
FUN_003478a0,003478a0
SkelAnime_SetCurrentFrame,003478b0
FUN_003478bc,003478bc
EnGirlA_TryChangeShopItem,003478d0
EnDha_SetupWait,003479ec
FUN_00347aec,00347aec
FUN_00347cc4,00347cc4
FUN_00347d24,00347d24
EnSsh_SetColliderScale,00347dd4
FUN_00347ed4,00347ed4
FUN_00347f48,00347f48
FUN_00347fbc,00347fbc
FUN_00348054,00348054
FUN_00348068,00348068
ZAR_GetCSABByIndex,0034807c
FUN_003480a8,003480a8
FUN_003487ec,003487ec
FUN_00348800,00348800
FUN_00348854,00348854
FUN_003488e0,003488e0
FUN_003488e4,003488e4
FUN_00348904,00348904
FUN_0034897c,0034897c
FUN_00348a64,00348a64
FUN_00348b90,00348b90
FUN_00348be4,00348be4
FUN_00348f34,00348f34
Path_GetByIndex,00348ff0
FUN_00349008,00349008
FUN_003490e0,003490e0
Player_SetEquipmentData,0034913c
FUN_00349270,00349270
FUN_00349490,00349490
FUN_003494f4,003494f4
FUN_00349504,00349504
FUN_00349514,00349514
FUN_00349574,00349574
FUN_003495e0,003495e0
FUN_0034a800,0034a800
FUN_0034a804,0034a804
FUN_0034a80c,0034a80c
FUN_0034a928,0034a928
FUN_0034a944,0034a944
FUN_0034aae0,0034aae0
FUN_0034aaf0,0034aaf0
FUN_0034ab00,0034ab00
FUN_0034ac54,0034ac54
FUN_0034acb0,0034acb0
FUN_0034ad10,0034ad10
FUN_0034ad70,0034ad70
FUN_0034ae64,0034ae64
FUN_0034b17c,0034b17c
FUN_0034b288,0034b288
FUN_0034b33c,0034b33c
FUN_0034b3dc,0034b3dc
EnDaiku_Change,0034b50c
EnDaikuKakariko_HandleTalking,0034b590
EnDaikuKakariko_SetAnimFromIndex,0034b760
EnDaiku_TentIdle,0034b7e4
EnDaiku_UpdateText,0034b808
FUN_0034bb0c,0034bb0c
FUN_0034bbfc,0034bbfc
FUN_0034bc38,0034bc38
FUN_0034bd3c,0034bd3c
FUN_0034bdb8,0034bdb8
Interface_ChangeAlpha,0034be04
FUN_0034be30,0034be30
FUN_0034bea8,0034bea8
BossGoma_SetupFloorMain,0034bec4
FUN_0034bf44,0034bf44
FUN_0034bf5c,0034bf5c
FUN_0034c050,0034c050
FUN_0034c128,0034c128
EnDodongo_SetupWalk,0034c240
FUN_0034c294,0034c294
EnPoField_SetupWaitForSpawn,0034c2e8
FUN_0034c3b8,0034c3b8
FUN_0034c3e4,0034c3e4
FUN_0034c440,0034c440
EnGeldB_SetupSideStep,0034c4a0
FUN_0034c664,0034c664
FUN_0034c92c,0034c92c
FUN_0034c998,0034c998
FUN_0034cbb4,0034cbb4
Flags_SetEventChkInf,0034cbf8
FUN_0034cc28,0034cc28
FUN_0034cc78,0034cc78
FUN_0034d4b0,0034d4b0
FUN_0034d628,0034d628
FUN_0034d688,0034d688
FUN_0034dd2c,0034dd2c
FUN_0034dd3c,0034dd3c
FUN_0034ddc8,0034ddc8
EffectSsHitMark_SpawnCustomScale,0034de2c
FUN_0034df30,0034df30
FUN_0034df48,0034df48
FUN_0034e01c,0034e01c
FUN_0034e0f0,0034e0f0
FUN_0034e124,0034e124
FUN_0034e1d0,0034e1d0
FUN_0034e27c,0034e27c
FUN_0034e32c,0034e32c
FUN_0034e37c,0034e37c
FUN_0034e418,0034e418
FUN_0034e4fc,0034e4fc
FUN_0034e568,0034e568
EffectSsEnIce_Spawn,0034e63c
FUN_0034e6d0,0034e6d0
FUN_0034e988,0034e988
FUN_0034e994,0034e994
FUN_0034ea48,0034ea48
FUN_0034ea6c,0034ea6c
FUN_0034ea98,0034ea98
FUN_0034eaf8,0034eaf8
FUN_0034eb00,0034eb00
FUN_0034ec14,0034ec14
FUN_0034ecb0,0034ecb0
Effect_Delete,0034f0f4
FUN_0034f184,0034f184
FUN_0034f248,0034f248
FUN_0034f280,0034f280
EnPeehat_SpawnDust,0034f3a0
EnNb_SetCurrentAnim,0034f4e8
FUN_0034f558,0034f558
EnMu_Interact,0034f55c
Collider_DestroyCylinder,0034f6b8
FUN_0034f6bc,0034f6bc
Collider_DestroyTris,0034f6e8
FUN_0034f724,0034f724
Collider_SetTris,0034f760
Collider_InitTris,0034f910
FUN_0034f94c,0034f94c
LightContext_InsertLight,0034faa8
Collider_SetCylinderType1,0034fb3c
LightContext_RemoveLight,0034fbe8
FUN_0034fc68,0034fc68
SystemArena_Free,0034fc6c
FUN_0034fc7c,0034fc7c
EnFz_Destroy,0034fd60
FUN_0034fda8,0034fda8
FUN_0034fe20,0034fe20
FUN_0034fea8,0034fea8
FUN_0034ff2c,0034ff2c
FUN_003500c4,003500c4
SystemArena_Malloc_0035010c,0035010c
DamageTable_Get,0035011c
EnCs_Destroy,00350134
FUN_00350174,00350174
FUN_0035017c,0035017c
FUN_003501b8,003501b8
FUN_003501e8,003501e8
FUN_0035021c,0035021c
EnCs_SetAnimFromIndex,00350248
CollisionCheck_SetInfo2,00350318
FUN_00350348,00350348
EnBw_Destroy,00350420
FUN_0035046c,0035046c
FUN_003504d0,003504d0
FUN_00350508,00350508
Effect_Add,00350660
__aeabi_vec_ctor_nocookie_nodtor,00350820
EnAm_Destroy,00350860
FUN_003508b8,003508b8
Collider_SetQuad,00350914
Collider_InitQuad,00350a98
EnFd_Destroy,00350b2c
Collider_DestroyJntSph,00350b88
EnDs_Destroy,00350bc0
Collider_DestroyCylinder_00350be0,00350be0
FUN_00350c68,00350c68
Flags_GetEventChkInf,00350cf4
CollisionCheck_SetInfo,00350d20
Collider_SetJntSph,00350d48
Collider_InitJntSph,00350eb8
ZeldaArena_Free,00350ef4
BgZg_Destroy,00350f04
Actor_DestroyModel_maybe,00350f34
EnGb_Destroy,00350fac
DynaPolyInfo_Free,00351034
Actor_ProcessInitChain,003510b0
FUN_003510f0,003510f0
FUN_0035123c,0035123c
FUN_00351388,00351388
FUN_003513c0,003513c0
FUN_003513e0,003513e0
FUN_003513fc,003513fc
FUN_0035143c,0035143c
FUN_0035150c,0035150c
FUN_00351878,00351878
FUN_003518bc,003518bc
FUN_003518cc,003518cc
FUN_003518dc,003518dc
Camera_SetParam,003521f0
FUN_00352318,00352318
FUN_0035239c,0035239c
FUN_003523dc,003523dc
FUN_003524ec,003524ec
FUN_003525d0,003525d0
FUN_003525d4,003525d4
FUN_003525e0,003525e0
FUN_003528dc,003528dc
Math_StepToAngleS,003529d4
FUN_00352aa8,00352aa8
FUN_00352b58,00352b58
Health_ChangeBy,00352dbc
FUN_00352e80,00352e80
FUN_00352ee0,00352ee0
FUN_00353020,00353020
Animation_Change,0035302c
FUN_00353190,00353190
FUN_00353214,00353214
FUN_003532c0,003532c0
DynaPolyActor_Init,003532e8
FUN_00353310,00353310
FUN_00353484,00353484
FUN_003534b8,003534b8
Flags_SetTempClear,00353524
Item_DropCollectible2,0035353c
EnPoField_SoulUpdateProperties,00353694
FUN_00353804,00353804
FUN_00353964,00353964
Magic_Fill,00353998
FUN_003539d8,003539d8
FUN_00353aa4,00353aa4
BossGanondorf_SetupNeutral,00353b70
FUN_00353c6c,00353c6c
FUN_00353c9c,00353c9c
Collider_SetCylinder,00353d24
Collider_InitCylinder,00353dd0
FUN_00353e78,00353e78
DynaPoly_SetBgActor,00353ec8
DynaPolyInfo_Alloc,00353fd4
FUN_00354014,00354014
FUN_00354220,00354220
FUN_00354248,00354248
FUN_003542c4,003542c4
FUN_00354358,00354358
FUN_00354368,00354368
FUN_003544a4,003544a4
FUN_00354570,00354570
Math3D_LineSegVsPlane,00354698
FUN_0035479c,0035479c
FUN_00354894,00354894
FUN_00354f70,00354f70
FUN_003551b4,003551b4
FUN_00355264,00355264
FUN_003552bc,003552bc
FUN_003553fc,003553fc
__hardfp_tanf,003555d8
Camera_LERPCeilF,00355780
OLib_VecSphGeoToVec3f,0035579c
OLib_ClampMaxDist,00355804
FUN_00355830,00355830
Player_HoldsHookshot,00355a60
EnRr_SetupStunned,00355a7c
FUN_00355b40,00355b40
FUN_00355eb0,00355eb0
FUN_00355f54,00355f54
FUN_00355fac,00355fac
FUN_00356018,00356018
FUN_00356058,00356058
FUN_003560d8,003560d8
FUN_0035619c,0035619c
FUN_003562c0,003562c0
Math3D_LineVsCube,003564a4
FUN_00356cc8,00356cc8
FUN_00356dc4,00356dc4
Math3D_TriChkLineSegParaYIntersect,00356ebc
FUN_00356fa4,00356fa4
FUN_0035708c,0035708c
FUN_00357194,00357194
FUN_0035720c,0035720c
FUN_00357248,00357248
FUN_00357298,00357298
GetMessageMode,00357378
FUN_00357388,00357388
FUN_00357540,00357540
FUN_003575e8,003575e8
FUN_00357680,00357680
EnSsh_PostLimbDraw,00357740
Collider_UpdateSpheres,00357750
FUN_00357878,00357878
FUN_00357a28,00357a28
FUN_00357a50,00357a50
FUN_00357a70,00357a70
FUN_00357a84,00357a84
Math3D_DistPlaneToPos,00357b30
SurfaceType_IsHorseBlocked,00357b88
EnHorse_ObstructMovement,00357b9c
FUN_00357d54,00357d54
EnHorse_StartMountedIdle,00357d6c
FUN_00357ea0,00357ea0
Actor_WorldDistXZToActor,00357eac
FUN_00357ed4,00357ed4
FUN_00357ef8,00357ef8
FUN_00357fd0,00357fd0
EffectSsEnFire_SpawnVec3f,003580ec
FUN_00358188,00358188
SkelAnime_CopyFrameTable,00358338
FUN_003583d4,003583d4
BgCheck_EntityRaycastFloor3,00358410
FUN_00358458,00358458
FUN_003586a4,003586a4
FUN_003586ec,003586ec
FUN_00358778,00358778
FUN_00358964,00358964
FUN_003589cc,003589cc
Player_SetBootData,003589dc
FUN_00358b3c,00358b3c
FUN_00358bf4,00358bf4
FUN_00358dfc,00358dfc
FUN_00358e70,00358e70
FUN_00358ea8,00358ea8
ZAR_GetCMBByIndex,00358ef8
FUN_00359020,00359020
Lights_PointNoGlowSetInfo,003591e4
FUN_00359220,00359220
EnOwl_CheckInitTalk,003592d8
FUN_00359420,00359420
FUN_00359450,00359450
FUN_00359464,00359464
FUN_00359678,00359678
DynaPoly_GetActor,00359690
FUN_003596d0,003596d0
FUN_0035976c,0035976c
FUN_003597dc,003597dc
FUN_003598c8,003598c8
FUN_00359a6c,00359a6c
FUN_00359aa0,00359aa0
FUN_00359b0c,00359b0c
FUN_00359b68,00359b68
FUN_00359c08,00359c08
FUN_00359cf0,00359cf0
EnWallmas_TimerInit,00359dd0
FUN_00359e34,00359e34
OnePointCutscene_EndCutscene,0035a008
FUN_0035a050,0035a050
EnGeldB_SetupAdvance,0035a368
Flags_GetEnv,0035a3c4
BgDyYoseizo_Bob,0035a3f8
FUN_0035a49c,0035a49c
Actor_WorldDistXYZToPoint,0035a4fc
FUN_0035a534,0035a534
FUN_0035a6f4,0035a6f4
EnGeldB_Circle,0035a860
EnGeldB_SetupReady,0035ad18
FUN_0035ae08,0035ae08
EffectSsHahen_Spawn,0035ae24
FUN_0035aea0,0035aea0
FUN_0035af04,0035af04
FUN_0035af20,0035af20
FUN_0035b0a0,0035b0a0
FUN_0035b164,0035b164
FUN_0035b1cc,0035b1cc
FUN_0035b2d0,0035b2d0
FUN_0035b3b0,0035b3b0
FUN_0035b494,0035b494
FUN_0035b578,0035b578
EnGeldB_SetupBlock,0035b5f4
EnGeldB_SetupSpinDodge,0035b70c
EnGeldB_SetupCircle,0035b818
FUN_0035b950,0035b950
FUN_0035b9d4,0035b9d4
FUN_0035ba6c,0035ba6c
FUN_0035bad0,0035bad0
FUN_0035bae4,0035bae4
FUN_0035bbe0,0035bbe0
FUN_0035bf50,0035bf50
FUN_0035bfb4,0035bfb4
